#Processing Run 48320 for polarization tables
#The run table thinks this was a DPARAL2 run
#Corresponding AMO file is :/home/clasg8/rootbeer2.1/dat/pol/amo_tesc_48308.dat
#Coherent Edge positions for TESC events follow:
#Event	Coh Edge	PolPlane(PARA=0,PERP=1,AMO=2,CHANGING=3)
#WARNING: table and EPICS differ on the radiator
Using value from table#WARNING: table and EPICS differ on the Plane
Using	x	 0.0	0
0	2261	1267.0	0
2261	18844	1258.2	0
18844	29839	1257.6	0
29839	43777	1254.4	0
43777	62306	1256.4	0
62306	75958	1255.6	0
75958	89380	1250.2	0
89380	103211	1255.2	0
103211	116610	1255.4	0
116610	137651	1256.2	0
137651	151747	1257.2	0
151747	159910	1254.2	0
159910	173197	1254.6	0
173197	190767	1255.6	0
190767	206682	1258.4	0
206682	217243	1259.6	0
217243	231709	1259.0	0
231709	244142	1256.0	0
244142	258435	1254.6	0
258435	275981	1255.4	0
275981	290822	1262.4	0
290822	302949	1259.0	0
302949	321639	1259.4	0
321639	330618	1262.6	0
330618	347453	1260.8	0
347453	364876	1260.4	0
364876	378723	1264.4	0
378723	392060	1267.6	0
392060	399937	1265.6	0
399937	418989	1265.8	0
418989	432421	1264.4	0
432421	444747	1265.8	0
444747	459769	1263.6	0
459769	470579	1265.0	0
470579	488075	1262.2	0
488075	500543	1263.2	0
500543	514413	1260.4	0
514413	528293	1263.6	0
528293	542103	1266.8	0
542103	561759	1264.4	0
561759	572971	1265.8	0
572971	589615	1263.4	0
589615	598455	1266.8	0
598455	616633	1267.4	0
616633	633034	1267.0	0
633034	643379	1272.4	0
643379	656821	1271.4	0
656821	670713	1266.6	0
670713	684451	1262.8	0
684451	699803	1264.2	0
699803	711613	1266.0	0
711613	731629	1266.4	0
731629	745419	1267.2	0
745419	758063	1260.8	0
758063	772334	1257.6	0
772334	785172	1258.8	0
785172	799041	1260.4	0
799041	810914	1260.2	0
810914	823778	1255.8	0
823778	842893	1252.8	0
842893	861581	1250.8	0
861581	868544	1251.6	0
868544	887668	1256.8	0
887668	896238	1254.0	0
896238	914901	1252.4	0
914901	926547	1252.0	0
926547	937245	1252.2	0
937245	954624	1257.4	0
954624	968375	1254.4	0
968375	987582	1253.6	0
987582	1004705	1255.4	0
1004705	1013646	1258.6	0
1013646	1028900	1255.4	0
1028900	1042543	1258.4	0
1042543	1058749	1258.2	0
1058749	1075292	1252.4	0
1075292	1081727	1248.6	0
1081727	1095379	1250.4	0
1095379	1109046	1251.6	0
1109046	1129406	1251.0	0
1129406	1140145	1255.8	0
1140145	1152741	1256.6	0
1152741	1166178	1253.6	0
1166178	1184374	1256.4	0
1184374	1202611	1254.4	0
1202611	1216611	1259.0	0
1216611	1228389	1262.6	0
1228389	1244247	1265.8	0
1244247	1270742	1262.8	0
