#Processing Run 48292 for polarization tables
#The run table thinks this was a DPERPL2 run
#Corresponding AMO file is :/home/clasg8/rootbeer2.1/dat/pol/amo_tesc_48290.dat
#Coherent Edge positions for TESC events follow:
#Event	Coh Edge	PolPlane(PARA=0,PERP=1,AMO=2,CHANGING=3)
#WARNING: table and EPICS differ on the radiator
Using value from table#WARNING: table and EPICS differ on the Plane
Using	x	-1.0	0
0	68	1289.5	1
68	18452	1289.7	1
18452	26419	1289.7	1
26419	38928	1290.3	1
38928	59144	1289.5	1
59144	68439	1287.4	1
68439	79213	1287.2	1
79213	98556	1287.2	1
98556	105813	1287.2	1
105813	124472	1287.4	1
124472	136673	1289.5	1
136673	152891	1289.7	1
152891	165705	1289.9	1
165705	174333	1290.1	1
174333	196407	1289.9	1
196407	203453	1289.9	1
203453	222630	1290.7	1
222630	235974	1289.7	1
235974	242477	1289.1	1
242477	261558	1289.9	1
261558	277017	1287.4	1
277017	290115	1289.7	1
290115	301499	1290.9	1
301499	310218	1289.7	1
310218	333576	1289.3	1
333576	359999	1290.7	1
359999	366771	1289.1	1
366771	378564	1289.7	1
378564	396708	1289.9	1
396708	412842	1290.3	1
412842	419347	1290.3	1
419347	435386	1290.1	1
435386	451931	1290.3	1
451931	467287	1289.3	1
467287	477882	1289.5	1
477882	491023	1289.9	1
491023	504071	1289.9	1
504071	536012	1290.7	1
536012	543059	1290.5	1
543059	556814	1290.3	1
556814	575298	1291.1	1
575298	588339	1291.3	1
588339	607910	1291.7	1
607910	614393	1290.5	1
614393	627372	1289.9	1
627372	646874	1289.5	1
646874	666835	1289.5	1
666835	679480	1290.1	1
679480	696735	1290.3	1
696735	704530	1290.5	1
704530	717747	1290.7	1
717747	737791	1290.5	1
737791	750249	1291.5	1
750249	766593	1290.3	1
766593	774021	1292.9	1
774021	790097	1290.1	1
790097	807121	1290.9	1
807121	816578	1290.5	1
816578	833888	1290.5	1
833888	843108	1290.5	1
843108	855889	1290.7	1
855889	872910	1290.3	1
872910	889719	1290.1	1
889719	896748	1289.3	1
896748	910430	1289.5	1
910430	930882	1290.9	1
930882	946413	1289.7	1
946413	953162	1290.1	1
953162	972439	1291.3	1
972439	978963	1287.4	1
978963	993903	1289.7	1
993903	1011072	1287.6	1
1011072	1020632	1287.4	1
1020632	1037717	1289.7	1
1037717	1046994	1287.2	1
1046994	1063788	1287.0	1
1063788	1080089	1286.8	1
1080089	1090318	1287.2	1
1090318	1109709	1287.6	1
1109709	1116336	1289.3	1
1116336	1135678	1289.5	1
1135678	1155474	1289.7	1
1155474	1162160	1289.1	1
1162160	1181732	1287.0	1
1181732	1188444	1287.2	1
1188444	1217134	1289.1	1
1217134	1227360	1289.3	1
1227360	1240721	1287.2	1
1240721	1253628	1289.7	1
1253628	1266595	1289.3	1
1266595	1283877	1289.5	1
1283877	1300626	1287.4	1
1300626	1308254	1290.1	1
1308254	1321690	1289.7	1
1321690	1332633	1289.3	1
1332633	1357307	1287.4	1
1357307	1369415	1289.3	1
1369415	1376341	1287.6	1
1376341	1388958	1289.9	1
1388958	1409741	1291.3	1
1409741	1422949	1287.0	1
1422949	1434374	1289.9	1
1434374	1448928	1289.9	1
1448928	1461458	1289.5	1
1461458	1493110	1290.1	1
1493110	1500323	1289.3	1
1500323	1510869	1289.9	1
1510869	1523263	1289.5	1
1523263	1542784	1290.9	1
1542784	1560145	1289.9	1
1560145	1575741	1290.9	1
1575741	1582921	1291.3	1
1582921	1595999	1291.9	1
1595999	1609114	1291.1	1
1609114	1626203	1291.1	1
1626203	1644917	1291.9	1
1644917	1651455	1292.1	1
1651455	1664586	1292.3	1
1664586	1676676	1292.3	1
1676676	1691901	1291.9	1
1691901	1706062	1293.1	1
1706062	1723130	1293.9	1
1723130	1737275	1292.7	1
1737275	1750741	1292.9	1
1750741	1764053	1292.7	1
1764053	1774969	1292.5	1
1774969	1788094	1292.9	1
1788094	1807066	1292.5	1
1807066	1813931	1293.3	1
1813931	1833418	1294.9	1
1833418	1845492	1292.7	1
1845492	1855370	1292.5	1
1855370	1869426	1292.1	1
1869426	1887232	1291.1	1
1887232	1905234	1290.7	1
1905234	1912883	1291.3	1
1912883	1929863	1291.9	1
1929863	1940604	1291.1	1
1940604	1953436	1292.7	1
1953436	1970448	1291.7	1
1970448	1983527	1292.3	1
1983527	1996824	1291.1	1
1996824	2016371	1291.1	1
2016371	2022370	1291.7	1
2022370	2044942	1291.5	1
2044942	2055775	1291.5	1
2055775	2068941	1292.9	1
2068941	2083222	1293.3	1
2083222	2091423	1290.7	1
2091423	2106586	1290.9	1
2106586	2126085	1290.5	1
2126085	2133330	1291.1	1
2133330	2152497	1292.3	1
2152497	2165036	1291.7	1
2165036	2179413	1291.5	1
2179413	2196202	1295.9	1
2196202	2208555	1293.3	1
2208555	2221519	1292.3	1
2221519	2243820	1292.7	1
2243820	2254980	1292.9	1
2254980	2268169	1293.1	1
2268169	2281280	1293.3	1
2281280	2292880	1294.5	1
2292880	2311712	1293.7	1
2311712	2324017	1294.1	1
2324017	2336174	1294.3	1
2336174	2354118	1293.5	1
2354118	2363909	1296.7	1
2363909	2379794	1294.7	1
2379794	2396070	1294.3	1
2396070	2402919	1294.5	1
2402919	2414951	1294.5	1
2414951	2431236	1295.1	1
2431236	2447295	1295.3	1
2447295	2465085	1294.9	1
2465085	2468186	1293.9	1
2468186	2485141	1294.9	1
2485141	2497424	1295.5	1
2497424	2512328	1293.3	1
2512328	2525386	1292.7	1
2525386	2538410	1293.9	1
2538410	2556171	1293.7	1
2556171	2564517	1295.3	1
2564517	2580303	1294.7	1
2580303	2590620	1294.5	1
2590620	2610317	1293.7	1
2610317	2619317	1293.1	1
2619317	2630605	1293.5	1
2630605	2649526	1293.3	1
2649526	2668354	1294.5	1
2668354	2673700	1292.9	1
2673700	2686604	1291.9	1
2686604	2699617	1292.5	1
2699617	2716130	1292.9	1
2716130	2727899	1293.1	1
2727899	2741274	1292.7	1
2741274	2753936	1292.5	1
2753936	2767127	1292.3	1
2767127	2785756	1292.5	1
2785756	2797605	1292.3	1
2797605	2816160	1293.9	1
2816160	2823741	1293.9	1
2823741	2838168	1292.5	1
2838168	2856609	1291.7	1
2856609	2865223	1291.9	1
2865223	2891195	1292.3	1
2891195	2904002	1293.1	1
2904002	2923690	1293.5	1
2923690	2937917	1293.1	1
2937917	2950561	1298.9	1
2950561	2963110	1298.9	1
2963110	2975844	1293.3	1
2975844	2989640	1293.7	1
2989640	3007977	1293.3	1
3007977	3014433	1293.3	1
3014433	3027415	1293.1	1
3027415	3057542	1294.3	1
3057542	3066630	1291.9	1
3066630	3086203	1293.5	1
3086203	3092753	1294.1	1
3092753	3105844	1294.1	1
3105844	3125440	1293.7	1
3125440	3135732	1293.3	1
3135732	3149354	1294.1	1
3149354	3166020	1294.1	1
3166020	3178036	1294.3	1
3178036	3193570	1293.3	1
3193570	3208097	1293.5	1
3208097	3217522	1292.3	1
3217522	3236476	1292.3	1
3236476	3258777	1291.9	1
3258777	3270425	1291.5	1
3270425	3289029	1291.1	1
3289029	3295955	1290.3	1
3295955	3314352	1291.1	1
3314352	3328911	1291.7	1
3328911	3340506	1291.3	1
3340506	3355187	1292.3	1
3355187	3366706	1291.3	1
3366706	3381211	1290.5	1
3381211	3399484	1289.7	1
3399484	3409666	1290.7	1
3409666	3423371	1287.6	1
3423371	3437599	1287.0	1
3437599	3449916	1287.6	1
3449916	3471703	1286.4	1
3471703	3484749	1286.0	1
3484749	3491245	1286.2	1
3491245	3503576	1286.2	1
3503576	3523453	1286.2	1
3523453	3537037	1286.8	1
3537037	3550233	1286.6	1
3550233	3568125	1286.4	1
3568125	3576460	1286.2	1
3576460	3589566	1286.6	1
3589566	3605434	1286.0	1
3605434	3622704	1286.0	1
3622704	3635486	1285.8	1
3635486	3648685	1285.4	1
3648685	3655218	1284.8	1
3655218	3674946	1285.2	1
3674946	3689256	1285.0	1
3689256	3698791	1285.2	1
3698791	3713606	1285.4	1
3713606	3725577	1284.6	1
3725577	3740499	1286.2	1
3740499	3760161	1285.8	1
3760161	3766594	1284.8	1
3766594	3779579	1284.6	1
3779579	3792842	1284.4	1
3792842	3814502	1284.0	1
3814502	3825714	1284.4	1
3825714	3838680	1284.2	1
3838680	3846911	1284.2	1
3846911	3860045	1284.2	1
3860045	3878265	1284.4	1
3878265	3891480	1284.4	1
3891480	3911176	1284.6	1
3911176	3916598	1284.0	1
3916598	3930979	1284.4	1
3930979	3947839	1284.2	1
3947839	3964247	1284.0	1
3964247	3970532	1285.0	1
3970532	3990478	1283.8	1
3990478	3997006	1283.8	1
3997006	4016183	1285.6	1
4016183	4026958	1284.4	1
4026958	4045579	1285.0	1
4045579	4052967	1284.6	1
4052967	4066493	1284.8	1
4066493	4082043	1284.8	1
4082043	4095193	1284.4	1
4095193	4114784	1285.4	1
4114784	4121332	1285.0	1
4121332	4134518	1284.6	1
4134518	4155490	1284.2	1
4155490	4168367	1285.2	1
4168367	4176083	1286.4	1
4176083	4194432	1285.4	1
4194432	4206285	1285.2	1
4206285	4222386	1285.8	1
4222386	4234299	1285.6	1
4234299	4252695	1286.4	1
4252695	4260430	1286.4	1
4260430	4287329	1285.4	1
4287329	4303881	1285.2	1
4303881	4317572	1306.1	1
4317572	4330514	1304.1	1
4330514	4336779	1302.3	1
4336779	4349761	1300.5	1
4349761	4369356	1297.3	1
4369356	4375885	1295.3	1
4375885	4394536	1294.5	1
4394536	4401624	1293.9	1
4401624	4414599	1292.9	1
