#Processing Run 48319 for polarization tables
#The run table thinks this was a DPARAL2 run
#Corresponding AMO file is :/home/clasg8/rootbeer2.1/dat/pol/amo_tesc_48308.dat
#Coherent Edge positions for TESC events follow:
#Event	Coh Edge	PolPlane(PARA=0,PERP=1,AMO=2,CHANGING=3)
#WARNING: table and EPICS differ on the radiator
Using value from table#WARNING: table and EPICS differ on the Plane
Using	x	-1.0	0
0	44	-1.0	0
44	17382	-1.0	0
17382	30220	-1.0	0
30220	45013	-1.0	0
45013	59479	-1.0	0
59479	80359	-1.0	0
80359	97330	-1.0	0
97330	112023	-1.0	0
112023	123568	-1.0	0
123568	136931	-1.0	0
136931	153995	-1.0	0
153995	178290	-1.0	0
178290	187475	-1.0	0
187475	202732	-1.0	0
202732	216702	-1.0	0
216702	236336	-1.0	0
236336	261320	-1.0	0
261320	270949	-1.0	0
270949	279056	-1.0	0
279056	295944	-1.0	0
295944	308433	-1.0	0
308433	339734	-1.0	0
339734	345334	-1.0	0
345334	362318	-1.0	0
362318	376267	-1.0	0
376267	391424	-1.0	0
391424	406602	-1.0	0
406602	422066	-1.0	0
422066	443811	-1.0	0
443811	451162	-1.0	0
451162	472729	-1.0	0
472729	488406	-1.0	0
488406	498191	-1.0	0
498191	514221	-1.0	0
514221	529366	-1.0	0
529366	544498	-1.0	0
544498	563830	-1.0	0
563830	586070	-1.0	0
586070	599595	-1.0	0
599595	615000	-1.0	0
615000	624540	-1.0	0
624540	642788	-1.0	0
642788	658031	-1.0	0
658031	677429	-1.0	0
677429	685546	-1.0	0
685546	700224	-1.0	0
700224	722712	-1.0	0
722712	736580	-1.0	0
736580	751136	-1.0	0
751136	770697	-1.0	0
770697	779314	-1.0	0
779314	806567	-1.0	0
806567	813202	-1.0	0
813202	835379	-1.0	0
835379	842475	-1.0	0
842475	856313	-1.0	0
856313	876187	-1.0	0
876187	897108	-1.0	0
897108	904473	-1.0	0
904473	925046	-1.0	0
925046	935132	-1.0	0
935132	963474	-1.0	0
963474	969912	-1.0	0
969912	988453	-1.0	0
988453	998876	-1.0	0
998876	1020163	-1.0	0
1020163	1037910	-1.0	0
1037910	1045637	-1.0	0
1045637	1060700	-1.0	0
1060700	1075368	-1.0	0
1075368	1090352	-1.0	0
1090352	1111928	-1.0	0
1111928	1125930	-1.0	0
1125930	1140656	-1.0	0
1140656	1155208	-1.0	0
1155208	1169917	-1.0	0
1169917	1187537	-1.0	0
1187537	1201369	-1.0	0
1201369	1223209	-1.0	0
1223209	1231052	-1.0	0
1231052	1246657	-1.0	0
1246657	1266210	-1.0	0
1266210	1284181	-1.0	0
1284181	1292218	-1.0	0
1292218	1307099	-1.0	0
1307099	1321692	-1.0	0
1321692	1346455	-1.0	0
1346455	1360991	-1.0	0
1360991	1371407	-1.0	0
1371407	1387040	-1.0	0
1387040	1406835	-1.0	0
1406835	1425491	-1.0	0
1425491	1440541	-1.0	0
1440541	1454543	-1.0	0
1454543	1470021	-1.0	0
1470021	1502331	-1.0	0
1502331	1518772	-1.0	0
1518772	1534426	-1.0	0
1534426	1545968	-1.0	0
1545968	1563587	-1.0	0
1563587	1585379	-1.0	0
1585379	1592180	-1.0	0
1592180	1605727	1231.3	0
1605727	1618410	1230.1	0
1618410	1637451	-1.0	0
1637451	1655627	-1.0	0
1655627	1664209	-1.0	0
1664209	1678658	-1.0	0
1678658	1693546	-1.0	0
1693546	1714836	-1.0	0
1714836	1737344	-1.0	0
1737344	1745682	-1.0	0
1745682	1758686	1223.9	0
1758686	1778658	1228.7	0
1778658	1806682	-1.0	0
1806682	1815587	-1.0	0
1815587	1835910	-1.0	0
1835910	1844064	-1.0	0
1844064	1858640	-1.0	0
1858640	1880123	-1.0	0
1880123	1891037	-1.0	0
1891037	1905923	-1.0	0
1905923	1917191	-1.0	0
1917191	1935064	-1.0	0
1935064	1952928	-1.0	0
1952928	1967671	-1.0	0
1967671	1986927	-1.0	0
1986927	1996142	-1.0	0
1996142	2012060	-1.0	0
2012060	2035684	-1.0	0
2035684	2050669	-1.0	0
2050669	2064982	-1.0	0
2064982	2080550	-1.0	0
2080550	2089224	-1.0	0
2089224	2110029	-1.0	0
2110029	2122992	-1.0	0
2122992	2138495	-1.0	0
2138495	2152788	-1.0	0
2152788	2165708	-1.0	0
2165708	2190288	-1.0	0
2190288	2199319	-1.0	0
2199319	2214319	-1.0	0
2214319	2229350	-1.0	0
2229350	2244216	-1.0	0
2244216	2268156	-1.0	0
2268156	2283288	-1.0	0
2283288	2294087	-1.0	0
2294087	2314652	-1.0	0
2314652	2323495	-1.0	0
2323495	2347384	-1.0	0
2347384	2361176	-1.0	0
2361176	2381813	-1.0	0
2381813	2396222	-1.0	0
2396222	2407153	-1.0	0
2407153	2427801	-1.0	0
2427801	2445459	-1.0	0
2445459	2470788	-1.0	0
2470788	2479981	-1.0	0
2479981	2501852	-1.0	0
2501852	2520627	-1.0	0
2520627	2532811	-1.0	0
2532811	2549007	-1.0	0
2549007	2565856	-1.0	0
2565856	2582057	-1.0	0
2582057	2609268	-1.0	0
2609268	2620316	-1.0	0
2620316	2636844	-1.0	0
2636844	2658219	-1.0	0
2658219	2668603	-1.0	0
2668603	2695546	-1.0	0
2695546	2704144	-1.0	0
2704144	2719859	-1.0	0
2719859	2735959	-1.0	0
2735959	2759256	-1.0	0
2759256	2791342	-1.0	0
2791342	2812366	-1.0	0
2812366	2834693	-1.0	0
2834693	2853460	-1.0	0
2853460	2864696	-1.0	0
2864696	2879670	-1.0	0
2879670	2895193	-1.0	0
2895193	2914568	-1.0	0
2914568	2928266	-1.0	0
2928266	2948503	-1.0	0
2948503	2963345	-1.0	0
2963345	2975356	-1.0	0
2975356	2996363	-1.0	0
2996363	3007270	-1.0	0
3007270	3020707	-1.0	0
3020707	3035487	-1.0	0
3035487	3063528	-1.0	0
3063528	3089921	1231.5	0
3089921	3107190	1231.5	0
3107190	3122991	1239.1	0
3122991	3138080	-1.0	0
3138080	3148551	-1.0	0
3148551	3168129	-1.0	0
3168129	3184498	1228.5	0
3184498	3191963	1232.1	0
3191963	3211052	1233.5	0
3211052	3226569	1240.5	0
3226569	3240363	1247.6	0
3240363	3250066	1249.0	0
3250066	3263849	1249.8	0
3263849	3286836	1255.6	0
3286836	3299970	1259.4	0
3299970	3308170	1262.8	0
3308170	3320800	1254.0	0
3320800	3335196	1260.2	0
3335196	3358100	1263.8	0
3358100	3363273	1264.0	0
3363273	3377062	1258.2	0
3377062	3397005	1244.5	0
3397005	3404903	1249.6	0
