#Processing Run 48231 for polarization tables
#The run table thinks this was a DPARAL2 run
#Corresponding AMO file is :/home/clasg8/rootbeer2.1/dat/pol/amo_tesc_48217.dat
#Coherent Edge positions for TESC events follow:
#Event	Coh Edge	PolPlane(PARA=0,PERP=1,AMO=2,CHANGING=3)
#WARNING: table and EPICS differ on the radiator
Using value from table#WARNING: table and EPICS differ on the Plane
Using	x	-1.0	0
0	44	-1.0	0
44	20266	-1.0	0
20266	35797	1231.5	0
35797	57224	1233.1	0
57224	75648	1238.7	0
75648	86510	1237.9	0
86510	106805	1229.7	0
106805	119606	1240.3	0
119606	141940	1247.4	0
141940	151857	1247.8	0
151857	167878	-1.0	0
167878	193673	-1.0	0
193673	210205	-1.0	0
210205	226812	1229.3	0
226812	247956	1232.1	0
247956	264142	1242.5	0
264142	282218	1240.9	0
282218	302098	1233.1	0
302098	312172	1233.7	0
312172	334860	1237.9	0
334860	345688	1234.3	0
345688	367398	1230.3	0
367398	388077	1232.9	0
388077	397220	1238.5	0
397220	415040	1224.9	0
415040	433787	1227.3	0
433787	453284	1237.3	0
453284	468841	1247.0	0
468841	482710	1243.3	0
482710	506853	1229.7	0
506853	517160	1224.3	0
517160	542812	1228.9	0
542812	556592	1229.9	0
556592	567324	1231.5	0
567324	584284	1234.1	0
584284	600633	1232.5	0
600633	626279	1236.9	0
626279	640786	1241.5	0
640786	658304	1238.1	0
658304	673403	1237.5	0
673403	690364	1242.7	0
690364	716550	1233.3	0
716550	723234	1228.3	0
723234	745180	1233.9	0
745180	753934	1238.1	0
753934	771148	1242.3	0
771148	798465	1245.1	0
798465	810913	1250.6	0
810913	826751	1255.4	0
826751	848439	1260.2	0
848439	863868	1259.6	0
863868	882500	1244.7	0
882500	906085	1240.7	0
906085	918098	1240.7	0
918098	934110	1239.3	0
934110	946088	1247.2	0
946088	967256	1239.9	0
967256	982123	1227.5	0
982123	1003869	1231.1	0
1003869	1016086	1236.9	0
1016086	1032541	1233.1	0
1032541	1057726	1237.9	0
1057726	1069218	1235.3	0
1069218	1084963	1235.1	0
1084963	1107816	1241.5	0
1107816	1119558	1242.5	0
1119558	1130919	1225.5	0
1130919	1148783	1225.2	0
1148783	1154579	1224.9	0
1154579	1174524	1229.9	0
1174524	1185486	1233.1	0
1185486	1208047	1221.7	0
1208047	1225806	1222.8	0
1225806	1239954	-1.0	0
1239954	1256661	-1.0	0
1256661	1273631	-1.0	0
1273631	1289712	-1.0	0
1289712	1315580	1222.5	0
1315580	1327166	1229.5	0
1327166	1345470	1231.9	0
1345470	1360236	1238.7	0
1360236	1377472	1240.1	0
