#Processing Run 48235 for polarization tables
#The run table thinks this was a DPARAL2 run
#Corresponding AMO file is :/home/clasg8/rootbeer2.1/dat/pol/amo_tesc_48217.dat
#Coherent Edge positions for TESC events follow:
#Event	Coh Edge	PolPlane(PARA=0,PERP=1,AMO=2,CHANGING=3)
#WARNING: table and EPICS differ on the radiator
Using value from table#WARNING: table and EPICS differ on the Plane
Using	x	 0.0	0
0	5111	1320.8	0
5111	21375	1320.8	0
21375	31664	1321.4	0
31664	57359	1323.0	0
57359	69550	1325.2	0
69550	89922	1324.8	0
89922	99820	1325.8	0
99820	115308	1322.8	0
115308	132578	1323.0	0
132578	145806	1325.0	0
145806	161184	1326.4	0
161184	176280	1324.6	0
176280	196874	1322.6	0
196874	214780	1322.4	0
214780	232884	1322.8	0
232884	247770	1325.2	0
247770	260677	1325.0	0
260677	281250	1322.8	0
281250	292730	1321.8	0
292730	308046	1321.2	0
308046	323153	1322.4	0
323153	344642	1321.0	0
344642	352277	1321.8	0
352277	374027	1322.0	0
374027	387356	1321.8	0
387356	403030	1322.6	0
403030	420223	1325.0	0
420223	434656	1325.2	0
434656	459287	1327.4	0
459287	471740	1324.4	0
471740	487352	1320.8	0
487352	497416	1325.0	0
497416	518059	1325.0	0
518059	537501	1325.6	0
537501	545254	1325.6	0
545254	565813	1325.4	0
565813	578262	1322.4	0
578262	592134	1323.0	0
592134	610832	1326.0	0
610832	625201	1326.8	0
625201	641204	1325.8	0
641204	656673	1322.8	0
656673	672396	1322.8	0
672396	688431	1324.8	0
688431	702295	1325.4	0
702295	716193	1325.4	0
716193	733700	1321.8	0
733700	744745	1323.0	0
744745	769625	1321.8	0
769625	785749	1322.6	0
785749	797432	1321.6	0
797432	812937	1321.8	0
812937	827079	1325.2	0
827079	846470	1325.2	0
846470	858069	1322.6	0
858069	873696	1321.2	0
873696	889533	1321.0	0
889533	904079	1323.0	0
904079	930977	1322.6	0
930977	938528	1322.8	0
938528	953973	1326.6	0
953973	969224	1326.6	0
969224	984191	1324.8	0
984191	1005664	1325.2	0
1005664	1023152	1320.6	0
1023152	1032063	1321.6	0
1032063	1048282	1322.0	0
1048282	1068589	1324.0	0
1068589	1088372	1326.2	0
1088372	1103197	1327.0	0
1103197	1115765	1326.6	0
1115765	1129448	1328.2	0
1129448	1144719	1328.0	0
1144719	1166473	1323.0	0
1166473	1181512	1326.4	0
1181512	1196036	1321.8	0
1196036	1211020	1322.8	0
1211020	1226452	1326.2	0
1226452	1247357	1325.0	0
1247357	1261919	1326.6	0
1261919	1277248	1329.2	0
1277248	1296102	1322.8	0
1296102	1307593	1326.2	0
1307593	1324839	1326.4	0
1324839	1336982	1320.6	0
1336982	1352521	1325.0	0
1352521	1368024	1325.6	0
1368024	1382637	1328.0	0
1382637	1406712	1333.4	0
1406712	1423060	1319.4	0
1423060	1437429	1319.8	0
1437429	1452308	1320.2	0
1452308	1465947	1322.4	0
1465947	1492032	1321.8	0
1492032	1497231	1322.6	0
1497231	1512671	1325.2	0
1512671	1528166	1319.6	0
1528166	1542274	1318.4	0
1542274	1569473	1320.8	0
1569473	1578605	1326.2	0
1578605	1593716	1322.0	0
1593716	1608689	1326.0	0
1608689	1630296	1324.8	0
1630296	1645736	1327.0	0
1645736	1661272	1326.6	0
1661272	1679501	1327.0	0
1679501	1690683	1326.6	0
1690683	1705438	1327.0	0
1705438	1729057	1325.8	0
1729057	1737339	1328.4	0
1737339	1752558	1326.6	0
1752558	1768174	1326.4	0
1768174	1783737	1326.8	0
1783737	1805024	1329.4	0
1805024	1820211	1325.4	0
1820211	1835388	1327.6	0
1835388	1852461	1325.8	0
1852461	1864018	1328.2	0
1864018	1882501	1328.4	0
1882501	1895104	1327.8	0
1895104	1913161	1327.2	0
1913161	1925091	1327.4	0
1925091	1943886	1326.0	0
1943886	1962626	1327.4	0
1962626	1982175	1327.6	0
1982175	1991253	1328.6	0
1991253	2012041	1327.8	0
2012041	2020595	1327.0	0
2020595	2041916	1327.0	0
2041916	2057489	1327.2	0
2057489	2071905	1326.6	0
2071905	2086763	1330.2	0
2086763	2102425	1326.8	0
2102425	2119266	1327.8	0
2119266	2131761	1323.0	0
