#Processing Run 48236 for polarization tables
#The run table thinks this was a DPARAL2 run
#Corresponding AMO file is :/home/clasg8/rootbeer2.1/dat/pol/amo_tesc_48217.dat
#Coherent Edge positions for TESC events follow:
#Event	Coh Edge	PolPlane(PARA=0,PERP=1,AMO=2,CHANGING=3)
#WARNING: table and EPICS differ on the radiator
Using value from table#WARNING: table and EPICS differ on the Plane
Using	x	 0.0	0
3743644	3754391	1311.6	0
3754391	3773903	1315.0	0
3773903	3785302	1311.8	0
3785302	3805157	1315.6	0
3805157	3821743	1315.2	0
3821743	3831129	1312.4	0
3831129	3849450	1313.6	0
3849450	3864353	1312.0	0
3864353	3884157	1314.6	0
3884157	3901559	1312.6	0
3901559	3917207	1311.4	0
3917207	3929508	1311.8	0
3929508	3946549	1315.8	0
3946549	3968267	1315.8	0
3968267	3977550	1312.2	0
3977550	3993834	1310.8	0
3993834	4008348	1310.8	0
4008348	4023182	1311.2	0
4023182	4044521	1312.2	0
4044521	4062392	1310.8	0
4062392	4071248	1310.2	0
4071248	4089242	1309.7	0
4089242	4102519	1310.4	0
4102519	4124147	1323.4	0
4124147	4131479	1312.8	0
4131479	4148978	1311.4	0
4148978	4167727	1309.5	0
4167727	4177096	1308.7	0
4177096	4205728	1312.2	0
4205728	4212527	1308.5	0
4212527	4231595	1311.2	0
4231595	4243845	1311.2	0
4243845	4261135	1307.9	0
4261135	4282135	1309.7	0
4282135	4297085	1307.5	0
4297085	4311459	1308.1	0
4311459	4327239	1307.9	0
4327239	4342454	1307.1	0
4342454	4367073	1307.7	0
4367073	4382390	1311.0	0
4382390	4396441	1308.7	0
4396441	4405446	1307.5	0
4405446	4424610	1306.1	0
4424610	4448371	1307.1	0
4448371	4454431	1308.5	0
4454431	4472826	1310.1	0
4472826	4484122	1308.7	0
4484122	4495547	1308.5	0
4495547	4526530	1307.3	0
4526530	4534349	1309.7	0
4534349	4549747	1308.9	0
4549747	4564502	1312.8	0
4564502	4585678	1306.5	0
4585678	4603516	1306.3	0
4603516	4612555	1307.7	0
4612555	4628292	1306.9	0
4628292	4643133	1307.9	0
4643133	4664664	1308.7	0
4664664	4679871	1308.7	0
4679871	4695967	1308.3	0
4695967	4708056	1311.0	0
4708056	4724757	1308.1	0
4724757	4739992	1308.1	0
4739992	4758124	1309.5	0
4758124	4772985	1310.9	0
4772985	4787834	1311.2	0
4787834	4806512	1308.9	0
4806512	4817730	1312.4	0
4817730	4837762	1308.1	0
4837762	4855497	1309.1	0
4855497	4867332	1308.5	0
4867332	4883496	1308.3	0
4883496	4898268	1308.1	0
4898268	4917961	1309.1	0
4917961	4928090	1308.9	0
4928090	4948579	1312.2	0
4948579	4958981	1310.8	0
4958981	4979269	1308.9	0
4979269	4996561	1310.1	0
4996561	5010774	1308.1	0
5010774	5025995	1308.5	0
5025995	5042784	1308.3	0
5042784	5063254	1308.5	0
5063254	5079072	1309.1	0
5079072	5095376	1307.7	0
5095376	5107240	1308.1	0
5107240	5124177	1308.3	0
5124177	5139636	1310.3	0
5139636	5165334	1303.7	0
5165334	5171891	1322.2	0
5171891	5191579	1312.0	0
5191579	5212551	1304.1	0
5212551	5225575	1288.4	0
5225575	5239232	1283.0	0
5239232	5255730	1223.1	0
5255730	5263202	1226.9	0
5263202	5280168	1231.1	0
5280168	5301011	1241.1	0
5301011	5316268	1258.2	0
5316268	5333256	1261.2	0
5333256	5348370	1266.4	0
5348370	5369269	1272.2	0
5369269	5378272	1290.1	0
5378272	5397767	1321.6	0
5397767	5414698	1331.8	0
5414698	5427982	1342.3	0
5427982	5442393	1350.9	0
5442393	5456521	1367.2	0
5456521	5473197	1373.2	0
5473197	5492721	1372.2	0
5492721	5500733	1372.0	0
5500733	5515119	1363.6	0
5515119	5530235	1320.4	0
5530235	5552046	1301.9	0
5552046	5566588	1287.4	0
5566588	5579674	1293.1	0
5579674	5595218	1296.1	0
5595218	5610749	1302.3	0
5610749	5630589	1305.3	0
5630589	5641282	1303.1	0
5641282	5661930	1304.5	0
5661930	5677471	1304.7	0
5677471	5689359	1304.9	0
5689359	5713009	1303.7	0
5713009	5726913	1306.1	0
5726913	5745914	1306.5	0
5745914	5755635	1306.3	0
5755635	5770772	1306.9	0
5770772	5792690	1308.5	0
5792690	5809658	1308.5	0
5809658	5820543	1311.2	0
5820543	5836759	1307.1	0
5836759	5855091	1305.9	0
5855091	5874936	1307.5	0
5874936	5886107	1308.9	0
5886107	5901556	1311.2	0
5901556	5916989	1311.0	0
5916989	5937301	1309.6	0
5937301	5954614	1309.3	0
5954614	5968208	1313.0	0
5968208	5981319	1311.0	0
5981319	5996340	1309.5	0
5996340	6016262	1318.6	0
6016262	6037221	1313.0	0
6037221	6046823	1312.8	0
6046823	6062268	1312.0	0
6062268	6077977	1311.8	0
6077977	6093436	1309.1	0
6093436	6111699	1311.0	0
6111699	6124567	1313.0	0
6124567	6141234	1309.3	0
6141234	6156367	1312.6	0
6156367	6171622	1314.0	0
6171622	6194543	1312.4	0
6194543	6209753	1307.9	0
6209753	6220909	1311.8	0
6220909	6235209	1310.3	0
6235209	6251277	1311.4	0
6251277	6268699	1308.3	0
6268699	6281646	1311.2	0
6281646	6296526	1312.2	0
6296526	6313307	1313.2	0
6313307	6329903	1308.1	0
6329903	6351850	1306.3	0
6351850	6368996	1307.7	0
6368996	6379725	1308.5	0
6379725	6395097	1312.4	0
6395097	6408531	1308.3	0
6408531	6430341	1311.4	0
6430341	6445781	1312.0	0
6445781	6466295	1309.3	0
6466295	6476642	1308.5	0
6476642	6493342	1311.2	0
6493342	6509838	1308.9	0
6509838	6528104	1312.0	0
6528104	6543579	1308.5	0
6543579	6560493	1310.8	0
6560493	6576659	1310.7	0
6576659	6590650	1311.8	0
6590650	6604567	1311.2	0
6604567	6620447	1310.7	0
6620447	6638689	1313.2	0
6638689	6651198	1311.6	0
6651198	6669451	1308.3	0
6669451	6684815	1311.8	0
6684815	6695294	1311.8	0
6695294	6710833	1316.0	0
6710833	6725349	1320.4	0
6725349	6752400	1311.2	0
6752400	6766956	1307.7	0
6766956	6779334	1308.3	0
6779334	6800664	1309.1	0
6800664	6816364	1308.9	0
6816364	6831972	1308.5	0
6831972	6846357	1310.8	0
6846357	6864815	1309.3	0
6864815	6877637	1311.0	0
6877637	6892988	1311.8	0
6892988	6910624	1310.6	0
6910624	6925776	1311.4	0
6925776	6939349	1312.0	0
6939349	6954717	1313.0	0
6954717	6975650	1307.5	0
6975650	6990414	1307.7	0
6990414	7004752	1310.1	0
7004752	7020702	1311.2	0
7020702	7034914	1312.0	0
7034914	7054838	1312.8	0
7054838	7070862	1312.2	0
7070862	7089511	1307.5	0
7089511	7099879	1307.7	0
7099879	7114969	1317.2	0
7114969	7130292	1315.6	0
7130292	7149340	1312.6	0
7149340	7163313	1303.5	0
7163313	7184674	1307.0	0
7184674	7193323	1311.4	0
7193323	7209591	1311.6	0
7209591	7229868	1310.6	0
7229868	7252628	1311.2	0
7252628	7265054	1307.9	0
7265054	7277993	1310.6	0
7277993	7290070	1308.3	0
7290070	7308382	1308.7	0
7308382	7329173	1311.0	0
7329173	7339103	1310.8	0
7339103	7360407	1308.1	0
7360407	7369812	1310.8	0
7369812	7395762	1308.5	0
7395762	7405968	1307.7	0
7405968	7424303	1311.4	0
7424303	7438756	1308.5	0
7438756	7448885	1311.2	0
7448885	7475712	1312.2	0
7475712	7488526	1310.6	0
7488526	7500527	1311.0	0
7500527	7518596	1311.2	0
7518596	7530687	1317.2	0
7530687	7554737	1312.0	0
7554737	7564096	1309.1	0
7564096	7579426	1309.3	0
7579426	7594784	1308.5	0
7594784	7608853	1308.7	0
7608853	7630168	1315.2	0
7630168	7644422	1309.8	0
7644422	7662029	1310.8	0
7662029	7675368	1307.7	0
7675368	7694211	1308.7	0
7694211	7715535	1307.5	0
7715535	7723308	1307.9	0
7723308	7738622	1310.6	0
7738622	7754217	1308.5	0
7754217	7769584	1308.7	0
7769584	7791818	1312.8	0
7791818	7805467	1310.3	0
7805467	7819780	1308.9	0
7819780	7835658	1308.7	0
7835658	7851624	1308.9	0
7851624	7874801	1311.8	0
7874801	7887670	1310.8	0
7887670	7899908	1310.9	0
7899908	7918291	1311.4	0
7918291	7930597	1312.6	0
7930597	7948698	1310.6	0
7948698	7963740	1312.6	0
7963740	7977854	1312.6	0
7977854	7994677	1312.6	0
7994677	8010126	1311.8	0
8010126	8031191	1311.2	0
8031191	8062150	1312.6	0
8062150	8074811	1310.8	0
8074811	8090257	1311.0	0
8090257	8113602	1312.2	0
8113602	8120474	1311.4	0
8120474	8135653	1312.2	0
8135653	8150076	1311.4	0
8150076	8168693	1306.3	0
8168693	8195723	1307.3	0
8195723	8208929	1313.2	0
8208929	8221770	1312.0	0
8221770	8235886	1308.5	0
8235886	8249788	1308.3	0
8249788	8270441	1314.0	0
8270441	8284866	1313.0	0
8284866	8300759	1312.2	0
8300759	8315456	1312.0	0
8315456	8348427	1311.4	0
8348427	8362700	1312.0	0
8362700	8374623	1287.6	0
8374623	8384153	1289.6	0
8384153	8398404	1291.5	0
8398404	8410725	1291.3	0
8410725	8422042	1292.1	0
8422042	8441764	1295.9	0
8441764	8454560	1296.7	0
8454560	8467426	1297.1	0
8467426	8488901	1296.9	0
8488901	8502153	1303.1	0
8502153	8516936	1306.5	0
8516936	8537299	1306.5	0
8537299	8546474	1302.5	0
8546474	8568697	1303.9	0
8568697	8582143	1309.3	0
8582143	8597552	1311.6	0
8597552	8612933	1310.8	0
8612933	8628031	1306.9	0
8628031	8653101	1307.5	0
8653101	8667068	1311.2	0
8667068	8676430	1309.3	0
8676430	8692073	1307.3	0
8692073	8708765	1308.1	0
8708765	8729122	1308.3	0
8729122	8743265	1312.6	0
8743265	8756991	1311.4	0
8756991	8771838	1310.8	0
8771838	8787103	1310.6	0
8787103	8811133	1313.2	0
8811133	8817533	1311.8	0
8817533	8833508	1306.5	0
8833508	8847643	1308.1	0
8847643	8865368	1308.1	0
8865368	8889125	1310.4	0
8889125	8902779	1311.4	0
8902779	8917271	1311.8	0
8917271	8936959	1310.8	0
8936959	8953305	1308.3	0
8953305	8968093	1307.1	0
8968093	8986239	1311.6	0
8986239	8999927	1311.4	0
8999927	9012019	1312.4	0
9012019	9027375	1311.6	0
9027375	9045571	1309.4	0
9045571	9060931	1315.8	0
9060931	9076274	1311.2	0
9076274	9095990	1311.2	0
9095990	9108939	1313.8	0
9108939	9130221	1312.0	0
9130221	9139233	1308.1	0
9139233	9154440	1311.0	0
9154440	9175883	1311.8	0
9175883	9185122	1311.6	0
9185122	9205869	1311.8	0
9205869	9218812	1312.4	0
9218812	9237777	1316.6	0
9237777	9252542	1314.6	0
9252542	9261991	1310.8	0
9261991	9285754	1312.2	0
9285754	9299834	1312.6	0
9299834	9315247	1312.2	0
9315247	9330560	1311.4	0
9330560	9345441	1308.9	0
9345441	9369920	1307.1	0
9369920	9394236	1307.9	0
9394236	9408655	1314.4	0
9408655	9423447	1312.0	0
9423447	9444467	1313.4	0
9444467	9460147	1312.6	0
9460147	9475544	1311.2	0
9475544	9489106	1311.8	0
9489106	9505829	1311.8	0
9505829	9528075	1311.0	0
9528075	9537745	1312.6	0
9537745	9550054	1311.4	0
9550054	9565767	1311.8	0
9565767	9582455	1312.2	0
9582455	9604909	1314.2	0
9604909	9610292	1287.0	0
9610292	9622052	1286.8	0
9622052	9633249	1293.7	0
9633249	9644346	1293.5	0
9644346	9665654	1291.7	0
9665654	9685710	1300.5	0
9685710	9697767	1299.9	0
9697767	9714369	1300.9	0
9714369	9732156	1301.9	0
9732156	9748028	1305.5	0
9748028	9766632	1306.5	0
9766632	9782229	1306.3	0
9782229	9794585	1305.3	0
9794585	9810013	1307.7	0
9810013	9829321	1308.7	0
9829321	9848245	1308.7	0
9848245	9856712	1307.3	0
9856712	9873690	1308.3	0
9873690	9889123	1307.9	0
9889123	9912937	1311.6	0
9912937	9927267	1308.9	0
9927267	9939925	1308.5	0
9939925	9954273	1307.5	0
9954273	9973168	1307.3	0
9973168	9998268	1308.7	0
9998268	10005648	1309.1	0
10005648	10025279	1311.8	0
10025279	10040671	1308.5	0
10040671	10070413	1307.9	0
10070413	10081330	1310.8	0
10081330	10097002	1311.0	0
10097002	10118945	1313.4	0
10118945	10131516	1313.6	0
10131516	10149036	1312.4	0
10149036	10165635	1309.3	0
10165635	10183991	1310.1	0
10183991	10194736	1308.1	0
10194736	10210538	1311.6	0
10210538	10232270	1310.0	0
10232270	10240490	1308.1	0
10240490	10254231	1310.6	0
10254231	10269945	1307.9	0
10269945	10284312	1308.5	0
10284312	10310099	1304.7	0
10310099	10325293	1306.7	0
10325293	10337844	1311.4	0
10337844	10350621	1312.2	0
10350621	10366006	1310.5	0
10366006	10391668	1308.3	0
10391668	10405180	1312.6	0
10405180	10414732	1313.2	0
10414732	10430128	1311.8	0
10430128	10450373	1311.4	0
10450373	10465763	1312.2	0
10465763	10479372	1311.8	0
10479372	10494286	1311.2	0
10494286	10514424	1308.7	0
10514424	10527337	1308.5	0
10527337	10544937	1314.8	0
10544937	10560114	1313.6	0
10560114	10575579	1311.0	0
10575579	10590941	1311.2	0
10590941	10606279	1310.8	0
10606279	10622848	1312.2	0
10622848	10639212	1312.0	0
10639212	10658676	1311.4	0
10658676	10667708	1313.4	0
10667708	10686894	1311.6	0
10686894	10704472	1313.0	0
10704472	10718052	1312.2	0
10718052	10733971	1313.6	0
10733971	10748483	1313.2	0
10748483	10766249	1312.0	0
10766249	10783989	1315.4	0
10783989	10797586	1310.0	0
10797586	10813003	1313.0	0
10813003	10827949	1311.2	0
10827949	10843377	1313.2	0
10843377	10863332	1302.1	0
10863332	10882453	1303.9	0
10882453	10892875	1311.0	0
10892875	10913039	1311.8	0
10913039	10924503	1315.6	0
10924503	10944573	1313.0	0
10944573	10958489	1313.0	0
10958489	10974256	1312.8	0
10974256	10989486	1312.8	0
10989486	11004768	1320.2	0
11004768	11029309	1312.2	0
11029309	11036643	1308.7	0
11036643	11053060	1310.8	0
11053060	11072246	1314.4	0
11072246	11080992	1313.8	0
11080992	11100862	1312.4	0
11100862	11111185	1313.6	0
11111185	11132446	1313.4	0
11132446	11141810	1315.0	0
11141810	11163132	1311.6	0
11163132	11180093	1310.6	0
11180093	11195676	1308.9	0
11195676	11210554	1317.0	0
11210554	11231658	1313.2	0
11231658	11247458	1311.8	0
11247458	11263301	1308.7	0
11263301	11276494	1313.4	0
11276494	11289087	1313.2	0
11289087	11304257	1313.0	0
11304257	11319612	1310.8	0
11319612	11340578	1310.6	0
11340578	11355948	1311.0	0
11355948	11368515	1311.8	0
11368515	11385466	1309.3	0
11385466	11400325	1313.6	0
11400325	11420526	1311.6	0
11420526	11440745	1308.5	0
11440745	11448866	1308.7	0
11448866	11463777	1315.2	0
11463777	11479058	1311.8	0
11479058	11500392	1311.0	0
11500392	11517730	1308.9	0
11517730	11530177	1308.7	0
11530177	11545222	1312.0	0
11545222	11559373	1312.2	0
11559373	11585426	1312.0	0
11585426	11591829	1311.6	0
11591829	11610242	1311.6	0
11610242	11632759	1310.6	0
11632759	11641507	1283.2	0
11641507	11652787	1286.6	0
11652787	11669374	1325.2	0
11669374	11682148	1315.2	0
11682148	11696121	1296.3	0
11696121	11705692	1288.6	0
11705692	11725034	1292.7	0
11725034	11742237	1291.7	0
11742237	11755845	1294.9	0
11755845	11771257	1296.9	0
11771257	11790165	1300.5	0
11790165	11801058	1303.9	0
11801058	11820968	1305.1	0
11820968	11835981	1305.1	0
11835981	11850877	1306.1	0
11850877	11867146	1306.7	0
11867146	11886523	1307.9	0
11886523	11901283	1310.1	0
11901283	11915131	1308.7	0
11915131	11930507	1310.1	0
11930507	11951925	1311.0	0
11951925	11961687	1310.6	0
11961687	11982763	1308.3	0
11982763	11997947	1309.5	0
11997947	12012445	1307.7	0
12012445	12028619	1311.4	0
12028619	12044599	1311.8	0
12044599	12060174	1323.8	0
12060174	12075443	1313.6	0
12075443	12089278	1310.5	0
12089278	12113607	1310.1	0
12113607	12122165	1311.6	0
12122165	12147146	1312.2	0
12147146	12160829	1307.7	0
12160829	12172559	1308.3	0
12172559	12188748	1311.2	0
12188748	12202993	1312.0	0
12202993	12222044	1312.0	0
12222044	12231687	1311.4	0
12231687	12253023	1311.0	0
12253023	12268536	1309.3	0
12268536	12277655	1308.7	0
12277655	12306843	1311.6	0
12306843	12322272	1312.4	0
12322272	12331225	1321.4	0
12331225	12352271	1311.4	0
12352271	12361883	1311.4	0
12361883	12384484	1312.6	0
12384484	99999999	1312.2	0
