#Processing Run 48224 for polarization tables
#The run table thinks this was a DPARAL2 run
#Corresponding AMO file is :/home/clasg8/rootbeer2.1/dat/pol/amo_tesc_48217.dat
#Coherent Edge positions for TESC events follow:
#Event	Coh Edge	PolPlane(PARA=0,PERP=1,AMO=2,CHANGING=3)
#WARNING: table and EPICS differ on the radiator
Using value from table#WARNING: table and EPICS differ on the Plane
Using	x	-1.0	0
0	1432	-1.0	0
1432	12013	-1.0	0
12013	23539	-1.0	0
23539	35255	-1.0	0
35255	47040	-1.0	0
47040	67383	-1.0	0
67383	71997	-1.0	0
71997	85198	-1.0	0
85198	100504	-1.0	0
100504	108491	-1.0	0
108491	125801	-1.0	0
125801	135783	-1.0	0
135783	146992	-1.0	0
146992	159581	-1.0	0
159581	171379	-1.0	0
171379	189277	-1.0	0
189277	201409	-1.0	0
201409	211314	-1.0	0
211314	224441	-1.0	0
224441	237740	-1.0	0
237740	251078	-1.0	0
251078	266608	-1.0	0
266608	273442	-1.0	0
273442	285347	-1.0	0
285347	300821	-1.0	0
300821	311516	-1.0	0
311516	327548	-1.0	0
327548	333453	-1.0	0
333453	351293	-1.0	0
351293	360255	-1.0	0
360255	375326	-1.0	0
375326	387317	-1.0	0
387317	399617	-1.0	0
399617	411837	-1.0	0
411837	424179	-1.0	0
424179	438521	-1.0	0
438521	448710	-1.0	0
448710	463189	-1.0	0
463189	471816	-1.0	0
471816	484793	-1.0	0
484793	509136	-1.0	0
509136	513165	-1.0	0
513165	526817	-1.0	0
526817	540373	-1.0	0
540373	552814	-1.0	0
552814	571866	-1.0	0
571866	578182	1377.4	0
578182	590404	-1.0	0
590404	602313	-1.0	0
602313	620124	-1.0	0
620124	628828	-1.0	0
628828	644397	-1.0	0
644397	652950	-1.0	0
652950	668426	-1.0	0
668426	679561	-1.0	0
679561	692255	-1.0	0
692255	704126	-1.0	0
704126	715566	-1.0	0
715566	723812	-1.0	0
723812	733495	-1.0	0
733495	756273	-1.0	0
756273	768945	-1.0	0
768945	781003	-1.0	0
781003	789553	-1.0	0
789553	804396	-1.0	0
804396	816555	-1.0	0
816555	828385	-1.0	0
828385	839897	-1.0	0
839897	848357	-1.0	0
848357	861845	-1.0	0
861845	882237	-1.0	0
882237	888222	-1.0	0
888222	902126	-1.0	0
902126	913871	-1.0	0
