#Processing Run 48229 for polarization tables
#The run table thinks this was a DPARAL2 run
#Corresponding AMO file is :/home/clasg8/rootbeer2.1/dat/pol/amo_tesc_48217.dat
#Coherent Edge positions for TESC events follow:
#Event	Coh Edge	PolPlane(PARA=0,PERP=1,AMO=2,CHANGING=3)
#WARNING: table and EPICS differ on the radiator
Using value from table#WARNING: table and EPICS differ on the Plane
Using	x	 0.0	0
0	4128	1315.0	0
4128	22187	1312.2	0
22187	32624	1318.4	0
32624	61508	1320.0	0
61508	70887	1320.8	0
70887	92354	1319.0	0
92354	107753	1317.0	0
107753	123644	1320.2	0
123644	139548	1325.4	0
139548	154252	1330.6	0
154252	170792	1326.2	0
170792	183929	1322.6	0
183929	198753	1326.4	0
198753	219155	1322.4	0
219155	234863	1320.2	0
234863	249440	1325.2	0
249440	270417	1326.0	0
270417	280137	1331.4	0
280137	297315	1327.0	0
297315	310480	1326.8	0
310480	326546	1329.0	0
326546	345017	1329.2	0
345017	356399	1332.4	0
356399	379737	1325.0	0
379737	395336	1327.0	0
395336	410803	1325.8	0
410803	425691	1326.0	0
425691	441157	1324.4	0
441157	457362	1327.0	0
457362	469840	1322.2	0
469840	487365	1324.2	0
487365	502312	1329.4	0
502312	516896	1327.2	0
516896	538255	1326.8	0
538255	560325	1326.8	0
560325	569666	1325.8	0
569666	587987	1325.0	0
587987	603105	1330.0	0
603105	620590	1324.4	0
620590	639559	1322.6	0
639559	656058	1322.4	0
656058	664542	1322.0	0
664542	679689	1320.4	0
679689	697840	1324.8	0
697840	710313	1320.8	0
710313	730432	1317.2	0
730432	741163	1315.4	0
741163	755935	1313.4	0
755935	779098	1315.6	0
779098	798821	1315.0	0
798821	810413	1314.8	0
810413	825876	1319.4	0
825876	841374	1314.4	0
841374	860026	1317.6	0
860026	869969	1316.6	0
869969	888759	1316.4	0
888759	904599	1319.2	0
904599	919884	1317.4	0
919884	944927	1317.4	0
944927	958014	1315.6	0
958014	969555	1315.8	0
969555	985021	1317.8	0
985021	999210	1317.8	0
999210	1024967	1317.8	0
1024967	1034290	1318.4	0
1034290	1049661	1321.6	0
1049661	1065153	1320.4	0
1065153	1080566	1320.2	0
1080566	1103868	1319.0	0
1103868	1116262	1313.4	0
1116262	1131545	1312.8	0
1131545	1147332	1306.7	0
1147332	1157384	1307.5	0
1157384	1180504	1307.5	0
1180504	1194540	1311.6	0
1194540	1211445	1315.2	0
1211445	1229715	1316.6	0
1229715	1239750	1306.9	0
1239750	1263026	1319.6	0
1263026	1270625	1305.7	0
1270625	1302641	1305.5	0
1302641	1310932	1304.1	0
1310932	1321478	1259.8	0
1321478	1331918	1267.6	0
1331918	1348157	1274.4	0
1348157	1356600	1279.0	0
1356600	1372322	1276.6	0
1372322	1388030	1289.9	0
1388030	1407958	1306.5	0
1407958	1422398	1326.0	0
1422398	1439102	1330.2	0
