#Processing Run 48232 for polarization tables
#The run table thinks this was a DPARAL2 run
#Corresponding AMO file is :/home/clasg8/rootbeer2.1/dat/pol/amo_tesc_48217.dat
#Coherent Edge positions for TESC events follow:
#Event	Coh Edge	PolPlane(PARA=0,PERP=1,AMO=2,CHANGING=3)
#WARNING: table and EPICS differ on the radiator
Using value from table#WARNING: table and EPICS differ on the Plane
Using	x	 0.0	0
0	5587	-1.0	0
5587	19862	-1.0	0
19862	29918	-1.0	0
29918	41826	1232.3	0
41826	55606	1243.5	0
55606	69171	1257.6	0
69171	93792	1260.2	0
93792	105269	1241.3	0
105269	126950	1238.5	0
126950	149695	1241.3	0
149695	159358	1250.6	0
159358	175419	1263.4	0
175419	191463	1259.4	0
191463	205832	1263.4	0
205832	223169	1271.0	0
223169	240449	1263.4	0
240449	257492	1262.8	0
257492	273542	1260.6	0
273542	294370	1253.4	0
294370	316412	1248.6	0
316412	327127	1241.1	0
327127	343011	1231.3	0
343011	359136	1234.3	0
359136	375429	1228.5	0
375429	404146	1243.7	0
404146	412156	1233.7	0
412156	428618	1234.7	0
428618	449141	1240.3	0
449141	461180	1230.3	0
461180	488666	1234.9	0
488666	497413	1239.5	0
497413	513497	1249.0	0
513497	530476	1242.9	0
530476	552247	1234.9	0
552247	569814	1231.7	0
569814	584215	1238.3	0
584215	606287	1232.9	0
606287	624289	1223.9	0
624289	632313	-1.0	0
632313	654705	-1.0	0
654705	666339	-1.0	0
666339	683624	-1.0	0
683624	705260	-1.0	0
705260	722886	-1.0	0
722886	747708	1221.9	0
747708	762987	1234.5	0
762987	780264	1232.5	0
780264	792252	1224.7	0
792252	813171	1223.1	0
813171	832833	-1.0	0
832833	846032	-1.0	0
846032	862902	-1.0	0
862902	880989	1227.1	0
880989	896568	1222.5	0
896568	918201	1222.1	0
918201	937835	-1.0	0
937835	955899	-1.0	0
955899	966857	-1.0	0
966857	983151	1223.1	0
983151	1002612	1224.1	0
1002612	1023948	1223.7	0
1023948	1039552	1233.7	0
1039552	1053767	1228.5	0
1053767	1074189	1224.9	0
1074189	1093480	1226.5	0
1093480	1106214	-1.0	0
1106214	1124711	-1.0	0
1124711	1144784	-1.0	0
1144784	1160949	-1.0	0
1160949	1179008	-1.0	0
1179008	1198838	-1.0	0
1198838	1216962	-1.0	0
1216962	1225002	-1.0	0
1225002	1241466	-1.0	0
1241466	1265001	-1.0	0
1265001	1279771	1224.5	0
1279771	1294987	1222.9	0
1294987	1313065	1229.9	0
1313065	1329049	1227.2	0
1329049	1355668	1224.5	0
1355668	1364935	1247.6	0
1364935	1387237	1242.1	0
1387237	1396954	1251.0	0
1396954	1414798	1249.6	0
1414798	1435968	1256.6	0
1435968	1450800	1244.9	0
1450800	1467172	1251.2	0
1467172	1482954	1252.2	0
1482954	1503359	1259.2	0
1503359	1526739	1275.6	0
1526739	1541106	1277.0	0
1541106	1551498	1295.1	0
1551498	1570336	1306.1	0
1570336	1581603	1317.6	0
1581603	1600298	1319.2	0
1600298	1619535	1305.7	0
1619535	1635453	1299.5	0
1635453	1647855	1286.8	0
1647855	1662814	1289.0	0
1662814	1690815	1288.2	0
1690815	1701854	1294.3	0
1701854	1718579	1306.5	0
1718579	1727292	1311.0	0
1727292	1743051	1312.0	0
1743051	1761824	1307.1	0
1761824	1778542	1286.2	0
1778542	1795109	1291.1	0
1795109	1810695	1300.5	0
1810695	1830273	1298.1	0
1830273	1847085	1289.0	0
1847085	1864990	1285.8	0
1864990	1876977	1279.6	0
1876977	1899100	1284.0	0
1899100	1907777	1285.2	0
1907777	1933020	1288.2	0
1933020	1949369	1278.8	0
1949369	1965620	1275.0	0
1965620	1980281	1276.0	0
1980281	1989759	1292.3	0
1989759	2009143	1294.9	0
2009143	2025002	1300.1	0
2025002	2042968	1298.9	0
2042968	2059098	1301.3	0
2059098	2074944	1292.3	0
2074944	2090818	1302.1	0
2090818	2106696	1297.1	0
2106696	2117609	1302.1	0
2117609	2133349	1300.7	0
2133349	2151340	1300.3	0
2151340	2174092	1310.9	0
2174092	2187274	1313.0	0
2187274	2207129	1308.1	0
2207129	2222342	1321.2	0
2222342	2237685	1317.4	0
2237685	2252982	1312.0	0
2252982	2266217	1312.2	0
2266217	2287715	1315.4	0
2287715	2296761	1308.1	0
2296761	2310977	1307.5	0
2310977	2334708	1302.5	0
2334708	2347719	1300.1	0
2347719	2367576	1286.8	0
2367576	2377667	1292.9	0
2377667	2399449	1301.1	0
2399449	2416553	1295.5	0
2416553	2433123	1287.2	0
2433123	2448376	1288.2	0
2448376	2464598	1297.3	0
2464598	2479922	1302.9	0
2479922	2501114	1304.9	0
2501114	2510538	1305.5	0
2510538	2525336	1302.9	0
2525336	2546046	1301.9	0
2546046	2557605	1303.5	0
2557605	2581217	1297.9	0
2581217	2590694	1292.1	0
2590694	2606424	1295.9	0
2606424	2622957	1295.9	0
2622957	2643842	1306.1	0
2643842	2659362	1308.7	0
2659362	2672704	1303.7	0
2672704	2693752	1296.7	0
2693752	2709350	1294.9	0
2709350	2719240	1292.5	0
2719240	2739539	1286.4	0
2739539	2752329	1294.5	0
2752329	2767258	1307.1	0
2767258	2787378	1307.7	0
2787378	2798502	1306.5	0
2798502	2818576	1302.5	0
2818576	2836882	1300.1	0
2836882	2850316	1298.3	0
2850316	2865666	1295.5	0
2865666	2881430	1295.7	0
2881430	2900558	1293.7	0
2900558	2921178	1294.5	0
2921178	2932063	1301.7	0
2932063	2947843	1302.9	0
2947843	2963388	1302.5	0
2963388	2983385	1305.1	0
2983385	3003510	1306.9	0
3003510	3012368	1313.6	0
3012368	3028085	1313.4	0
3028085	3049692	1308.3	0
3049692	3064909	1312.2	0
3064909	3079065	1311.8	0
3079065	3095890	1315.4	0
3095890	3109100	1317.4	0
3109100	3125762	1315.2	0
3125762	3148140	1320.8	0
3148140	3164213	1320.6	0
3164213	3178624	1320.2	0
3178624	3187348	1324.2	0
3187348	3208948	1320.6	0
3208948	3226055	1321.6	0
3226055	3239265	1326.2	0
3239265	3257232	1325.2	0
3257232	3268642	1312.8	0
3268642	3284259	1298.1	0
3284259	3303807	1304.3	0
3303807	3315452	1298.5	0
3315452	3329936	1304.1	0
3329936	3349083	1307.7	0
3349083	3361239	1313.6	0
3361239	3387477	1313.6	0
3387477	3398268	1325.6	0
3398268	3413449	1330.4	0
3413449	3430721	1330.6	0
3430721	3444275	1329.2	0
3444275	3463751	1337.3	0
3463751	3474176	1335.6	0
3474176	3488741	1338.3	0
3488741	3504304	1341.1	0
3504304	3526303	1341.7	0
3526303	3543539	1342.3	0
3543539	3563874	1346.7	0
3563874	3571985	1343.5	0
3571985	3586636	1346.5	0
3586636	3607102	1347.7	0
3607102	3623211	1327.8	0
3623211	3640319	1315.8	0
3640319	3651986	1313.4	0
3651986	3667609	1313.4	0
3667609	3682855	1308.3	0
3682855	3708307	1305.1	0
3708307	3714969	1301.7	0
3714969	3733972	1302.1	0
3733972	3745733	1296.9	0
3745733	3761072	1304.1	0
3761072	3788750	1306.1	0
3788750	3798015	1304.7	0
3798015	3819813	1304.7	0
3819813	3835205	1303.3	0
3835205	3852440	1305.1	0
3852440	3866001	1305.3	0
3866001	3879492	1305.3	0
3879492	3894762	1307.3	0
3894762	3910683	1303.9	0
3910683	3926319	1303.5	0
3926319	3944834	1296.1	0
3944834	3958234	1302.1	0
3958234	3974748	1302.7	0
3974748	3989392	1301.7	0
3989392	4007560	1299.7	0
4007560	4035947	1294.1	0
4035947	4042457	1292.5	0
4042457	4059173	1294.1	0
4059173	4074268	1293.5	0
4074268	4093812	1297.7	0
4093812	4110993	1301.3	0
4110993	4124836	1304.7	0
4124836	4145351	1303.7	0
4145351	4156058	1306.1	0
4156058	4175483	1311.8	0
4175483	4193624	1308.7	0
4193624	4204249	1320.4	0
4204249	4219560	1313.0	0
4219560	4234624	1307.3	0
4234624	4253197	1307.1	0
4253197	4272725	1304.7	0
4272725	4291254	1295.7	0
4291254	4300655	1294.7	0
4300655	4319443	1295.1	0
4319443	4334092	1298.1	0
4334092	4350559	1302.3	0
4350559	4363198	1312.4	0
4363198	4380273	1305.9	0
4380273	4395508	1304.5	0
4395508	4412351	1309.5	0
4412351	4436079	1316.0	0
4436079	4447746	1314.6	0
4447746	4463785	1312.2	0
4463785	4482467	1317.0	0
4482467	4494130	1315.0	0
4494130	4514017	1319.0	0
4514017	4528677	1319.8	0
4528677	4543725	1321.6	0
4543725	4558989	1320.4	0
4558989	4574464	1318.6	0
4574464	4594893	1318.8	0
4594893	4612751	1326.6	0
4612751	4623556	1321.6	0
4623556	4636730	1320.8	0
4636730	4652166	1314.4	0
4652166	4672658	1303.5	0
4672658	4690456	1307.9	0
4690456	4699016	1317.6	0
4699016	4714445	1319.2	0
4714445	4729038	1317.0	0
4729038	4751985	1316.0	0
4751985	4767906	1317.8	0
4767906	4788466	1316.0	0
4788466	4799385	1315.2	0
4799385	4815555	1311.6	0
4815555	4837326	1314.8	0
4837326	4849106	1312.4	0
4849106	4864358	1310.2	0
4864358	4880423	1306.7	0
4880423	4895984	1305.9	0
4895984	4915500	1308.3	0
4915500	4935580	1307.3	0
4935580	4952073	1304.3	0
4952073	4962341	1297.5	0
4962341	4983138	1296.1	0
4983138	4999246	1295.3	0
4999246	5009575	1304.9	0
5009575	5031551	1307.7	0
5031551	5046719	1308.3	0
5046719	5055533	1305.5	0
5055533	5082715	1303.7	0
5082715	5091520	1308.7	0
5091520	5107754	1296.5	0
5107754	5122872	1300.5	0
5122872	5138480	1299.9	0
5138480	5158452	1303.7	0
5158452	5178878	1304.1	0
5178878	5187239	1306.5	0
5187239	5202768	1305.5	0
5202768	5215967	1305.9	0
5215967	5236950	1293.5	0
5236950	5250180	1300.3	0
5250180	5265485	1302.1	0
5265485	5280064	1297.3	0
5280064	5296846	1301.5	0
5296846	5319879	1294.9	0
5319879	5336478	1295.1	0
5336478	5352175	1296.5	0
5352175	5367725	1292.7	0
5367725	5383466	1292.3	0
5383466	5401312	1292.3	0
5401312	5417599	1292.5	0
5417599	5431784	1288.2	0
5431784	5452283	1287.0	0
5452283	5462855	1290.1	0
5462855	5490216	1293.7	0
5490216	5498162	1285.6	0
5498162	5520365	1295.7	0
5520365	5529758	1296.3	0
5529758	5545280	1293.3	0
5545280	5573091	1286.8	0
5573091	5580959	1286.0	0
5580959	5596570	1286.2	0
5596570	5612563	1287.2	0
5612563	5628201	1288.2	0
5628201	5650881	1285.6	0
5650881	5668505	1285.2	0
5668505	5679998	1282.2	0
5679998	5695838	1279.6	0
5695838	5709179	1284.0	0
5709179	5730508	1280.0	0
5730508	5745221	1291.7	0
5745221	5762877	1285.4	0
5762877	5777105	-1.0	0
5777105	5799553	-1.0	0
5799553	5829192	-1.0	0
5829192	5842887	-1.0	0
5842887	5856982	-1.0	0
5856982	5873941	-1.0	0
5873941	5892968	-1.0	0
5892968	5915399	-1.0	0
5915399	5938375	-1.0	0
5938375	5948608	-1.0	0
5948608	5966015	-1.0	0
5966015	5982583	1241.7	0
5982583	6004512	1240.3	0
6004512	6020560	1243.3	0
6020560	6035475	1253.6	0
6035475	6055627	1285.4	0
6055627	6072250	1288.4	0
6072250	6087577	1288.2	0
6087577	6102935	1295.9	0
6102935	6116994	1309.3	0
6116994	6136954	1314.0	0
6136954	6152314	1362.6	0
6152314	6175965	1291.7	0
6175965	6189471	1240.1	0
6189471	6207401	1230.3	0
6207401	6216794	-1.0	0
6216794	6233567	-1.0	0
6233567	6255322	-1.0	0
6255322	6276708	1230.1	0
6276708	6286803	1231.1	0
6286803	6310727	1231.9	0
6310727	6321023	1240.9	0
6321023	6342408	1243.3	0
6342408	6357398	1249.4	0
6357398	6374117	1250.2	0
6374117	6389969	1278.4	0
6389969	6411277	1286.6	0
6411277	6432384	1305.1	0
6432384	6439283	1319.0	0
6439283	6459984	1320.6	0
6459984	6469729	1320.8	0
6469729	6487877	1296.3	0
6487877	6514780	1285.0	0
6514780	6522588	1296.5	0
6522588	6537247	1296.9	0
6537247	6553027	1292.9	0
6553027	6568782	1284.2	0
6568782	6589818	1271.0	0
6589818	6603062	1269.0	0
6603062	6620144	1258.8	0
6620144	6639868	1230.9	0
6639868	6656407	1242.9	0
6656407	6674915	1248.4	0
6674915	6694988	1256.8	0
6694988	6710127	1257.2	0
6710127	6725479	1278.6	0
6725479	6736678	1276.0	0
6736678	6761039	1268.4	0
6761039	6774035	1282.0	0
6774035	6789860	1282.4	0
6789860	6800788	1280.0	0
6800788	6816959	1283.8	0
6816959	6845656	1279.4	0
6845656	6860142	1285.6	0
6860142	6875720	1288.0	0
6875720	6886014	1284.6	0
6886014	6902623	1284.0	0
6902623	6924458	1285.8	0
6924458	6943091	1289.0	0
6943091	6953951	1292.7	0
6953951	6969373	1294.5	0
6969373	6985840	1296.7	0
6985840	7006769	1301.7	0
7006769	7024521	1300.3	0
7024521	7040273	1296.5	0
7040273	7050221	1302.7	0
7050221	7066064	1305.9	0
7066064	7087294	1306.7	0
7087294	7102557	1303.7	0
7102557	7118330	1304.1	0
7118330	7137748	1311.2	0
7137748	7147894	1315.6	0
7147894	7172846	1326.2	0
7172846	7180686	1330.6	0
7180686	7197062	1332.6	0
7197062	7210328	1332.8	0
7210328	7226947	1337.9	0
7226947	7247264	1339.3	0
7247264	7257305	1334.2	0
7257305	7271140	1332.8	0
7271140	7285637	1333.8	0
7285637	7306598	1333.4	0
7306598	7323990	1334.6	0
7323990	7335648	1332.0	0
7335648	7350109	1332.6	0
7350109	7366389	1332.0	0
7366389	7387337	1330.2	0
7387337	7405046	1323.2	0
7405046	7419433	1323.0	0
7419433	7435012	1325.8	0
7435012	7453492	1325.8	0
7453492	7469115	1327.0	0
7469115	7484730	1323.0	0
7484730	7500187	1319.6	0
7500187	7517790	1317.0	0
7517790	7530912	1316.4	0
7530912	7548368	1316.0	0
7548368	7569519	1308.7	0
7569519	7585217	1302.5	0
7585217	7593956	1300.9	0
7593956	7615600	1303.9	0
7615600	7624358	1296.1	0
7624358	7648024	-1.0	0
7648024	7663302	-1.0	0
7663302	7678920	-1.0	0
7678920	7703736	-1.0	0
7703736	7741360	-1.0	0
7741360	7760339	-1.0	0
7760339	7774566	-1.0	0
7774566	7794402	-1.0	0
7794402	7806203	-1.0	0
7806203	7833869	-1.0	0
