#Processing Run 48226 for polarization tables
#The run table thinks this was a DPARAL2 run
#Corresponding AMO file is :/home/clasg8/rootbeer2.1/dat/pol/amo_tesc_48217.dat
#Coherent Edge positions for TESC events follow:
#Event	Coh Edge	PolPlane(PARA=0,PERP=1,AMO=2,CHANGING=3)
#WARNING: table and EPICS differ on the radiator
Using value from table#WARNING: table and EPICS differ on the Plane
Using	x	-1.0	0
0	1033	-1.0	0
1033	22119	-1.0	0
22119	43086	-1.0	0
43086	51806	-1.0	0
51806	64781	-1.0	0
64781	84466	-1.0	0
84466	93655	-1.0	0
93655	120565	-1.0	0
120565	133304	-1.0	0
133304	147122	-1.0	0
147122	161365	-1.0	0
161365	176162	-1.0	0
176162	189750	-1.0	0
189750	208328	-1.0	0
208328	215075	-1.0	0
215075	236126	-1.0	0
236126	243729	-1.0	0
243729	264706	-1.0	0
264706	284166	-1.0	0
284166	293878	-1.0	0
293878	312546	-1.0	0
312546	329198	-1.0	0
329198	345949	-1.0	0
345949	362868	-1.0	0
362868	370816	-1.0	0
370816	386721	-1.0	0
386721	415201	-1.0	0
415201	427739	-1.0	0
427739	447518	-1.0	0
447518	455428	-1.0	0
455428	473269	-1.0	0
473269	494620	-1.0	0
494620	501841	-1.0	0
501841	519755	-1.0	0
519755	538137	-1.0	0
538137	545236	-1.0	0
545236	562846	-1.0	0
562846	581117	-1.0	0
581117	588372	-1.0	0
588372	602806	-1.0	0
602806	623518	-1.0	0
623518	640342	-1.0	0
640342	650096	-1.0	0
650096	661623	-1.0	0
661623	675842	-1.0	0
675842	695842	-1.0	0
695842	716866	-1.0	0
716866	724143	-1.0	0
724143	744652	-1.0	0
744652	751332	-1.0	0
751332	774701	-1.0	0
774701	789055	-1.0	0
789055	802592	-1.0	0
802592	815738	-1.0	0
815738	828851	-1.0	0
828851	843810	-1.0	0
843810	867483	-1.0	0
867483	874752	-1.0	0
874752	896602	-1.0	0
896602	903744	-1.0	0
903744	920881	-1.0	0
920881	939947	-1.0	0
939947	947216	-1.0	0
947216	961756	-1.0	0
961756	976246	-1.0	0
976246	997679	-1.0	0
997679	1019163	-1.0	0
1019163	1032445	-1.0	0
1032445	1040109	-1.0	0
1040109	1055359	-1.0	0
1055359	1076380	-1.0	0
1076380	1091575	-1.0	0
1091575	1109389	-1.0	0
1109389	1117697	-1.0	0
1117697	1132383	-1.0	0
1132383	1146810	-1.0	0
1146810	1163380	-1.0	0
1163380	1174639	-1.0	0
1174639	1188737	-1.0	0
1188737	1207700	-1.0	0
1207700	1224730	-1.0	0
1224730	1244893	-1.0	0
1244893	1257351	-1.0	0
1257351	1267431	-1.0	0
1267431	1282440	-1.0	0
1282440	1304824	-1.0	0
1304824	1311267	-1.0	0
1311267	1320460	-1.0	0
1320460	1332474	-1.0	0
1332474	1341634	-1.0	0
1341634	1352467	-1.0	0
1352467	1369299	-1.0	0
1369299	1379453	1376.4	0
1379453	1402712	1339.7	0
1402712	1407733	1334.2	0
1407733	1429904	1339.1	0
1429904	1437876	1354.3	0
1437876	1452426	1362.4	0
1452426	1477707	-1.0	0
1477707	1489727	-1.0	0
1489727	1505437	-1.0	0
