#Processing Run 48228 for polarization tables
#The run table thinks this was a DPARAL2 run
#Corresponding AMO file is :/home/clasg8/rootbeer2.1/dat/pol/amo_tesc_48217.dat
#Coherent Edge positions for TESC events follow:
#Event	Coh Edge	PolPlane(PARA=0,PERP=1,AMO=2,CHANGING=3)
#WARNING: table and EPICS differ on the radiator
Using value from table#WARNING: table and EPICS differ on the Plane
Using	x	 0.0	0
0	287	1272.8	0
287	14856	1269.0	0
14856	31105	1271.8	0
31105	47698	1275.2	0
47698	70218	1275.6	0
70218	86050	1274.2	0
86050	101912	1273.2	0
101912	124810	1271.8	0
124810	141351	1250.6	0
141351	148765	1254.5	0
148765	160105	-1.0	0
160105	175514	-1.0	0
175514	191775	-1.0	0
191775	218041	-1.0	0
218041	238245	1230.5	0
238245	254938	1234.7	0
254938	265316	1253.2	0
265316	287904	1258.8	0
287904	302829	1260.2	0
302829	323849	1269.0	0
323849	332703	1268.0	0
332703	353184	1273.4	0
353184	366581	1273.2	0
366581	390141	1273.0	0
390141	405560	1288.9	0
405560	414592	1285.4	0
414592	429998	1286.6	0
429998	452005	1288.2	0
452005	472294	1283.8	0
472294	484737	1286.0	0
484737	494207	1275.4	0
494207	516043	1270.8	0
516043	527494	1259.6	0
527494	547416	1251.8	0
547416	560073	1247.2	0
560073	578007	1249.6	0
578007	599783	1250.0	0
599783	610039	1253.6	0
610039	639053	1253.6	0
639053	651294	1252.0	0
651294	661562	1247.6	0
661562	677664	1249.0	0
677664	694734	1248.8	0
694734	718491	1249.6	0
718491	734556	1248.8	0
734556	751041	1250.8	0
751041	766719	1252.0	0
766719	782293	1256.2	0
782293	809337	1245.1	0
809337	819988	1257.4	0
819988	835356	1258.4	0
835356	857914	1259.2	0
857914	868310	1258.8	0
868310	889415	1260.2	0
889415	904807	1258.0	0
904807	920546	1258.6	0
920546	937521	1263.8	0
937521	958789	1261.2	0
958789	973637	1263.0	0
973637	990718	1265.4	0
990718	1005448	1264.8	0
1005448	1026069	1264.4	0
1026069	1037512	1264.8	0
1037512	1057804	1265.8	0
1057804	1073532	1263.2	0
1073532	1088899	1257.2	0
1088899	1108119	1260.4	0
1108119	1126385	1258.8	0
1126385	1142471	1266.6	0
1142471	1157788	1257.8	0
1157788	1173558	1256.4	0
1173558	1191400	1258.2	0
1191400	1206903	1263.2	0
1206903	1226552	1256.8	0
1226552	1243932	1266.2	0
1243932	1259573	1268.8	0
1259573	1274353	1268.2	0
1274353	1290413	1274.6	0
1290413	1314532	1271.4	0
1314532	1327336	1274.0	0
1327336	1350075	1266.2	0
1350075	1365473	1267.2	0
1365473	1375918	1268.4	0
1375918	1395026	1267.6	0
1395026	1407883	1264.4	0
1407883	1429949	1265.8	0
1429949	1439192	1273.0	0
1439192	1461864	1271.0	0
1461864	1485525	1268.4	0
1485525	1491775	1270.8	0
1491775	1513865	1266.0	0
1513865	1525849	1268.6	0
1525849	1545543	1268.0	0
1545543	1564241	1265.8	0
1564241	1580036	1265.4	0
1580036	1595727	1264.4	0
1595727	1617774	1265.2	0
1617774	1627081	1264.0	0
1627081	1649525	1258.0	0
1649525	1670541	1266.0	0
1670541	1680320	1258.0	0
1680320	1703447	1263.4	0
1703447	1713126	1260.6	0
1713126	1735449	1257.2	0
1735449	1750673	1255.4	0
1750673	1772119	1257.0	0
1772119	1783259	1256.8	0
1783259	1798835	1257.4	0
1798835	1823900	1257.6	0
1823900	1836357	1256.6	0
1836357	1850555	1256.0	0
1850555	1867091	1255.8	0
1867091	1883941	1254.6	0
1883941	1908408	1252.4	0
1908408	1916262	1248.8	0
1916262	1939697	1247.6	0
1939697	1946496	1243.3	0
1946496	1963661	1242.9	0
1963661	1995526	1244.1	0
1995526	2006166	1248.4	0
2006166	2023552	1251.4	0
2023552	2053853	1251.4	0
2053853	2080260	1251.8	0
2080260	2089324	1254.0	0
2089324	2105441	1250.4	0
2105441	2127278	1249.8	0
2127278	2138722	1251.4	0
2138722	2159397	1254.0	0
2159397	2175835	1251.8	0
2175835	2191135	1247.6	0
2191135	2207661	1248.0	0
2207661	2225865	1247.0	0
2225865	2244997	1250.0	0
2244997	2262695	1250.4	0
2262695	2280121	1250.4	0
2280121	2298090	1234.9	0
2298090	2309520	1232.5	0
2309520	2320804	1229.1	0
2320804	2332409	1223.5	0
2332409	2346413	1222.1	0
2346413	2364828	1231.1	0
2364828	2381085	1232.9	0
2381085	2398946	1233.9	0
2398946	2414551	1239.1	0
2414551	2436706	1239.7	0
2436706	2455340	1239.1	0
2455340	2467222	1241.1	0
2467222	2483851	1243.1	0
2483851	2509763	1240.9	0
2509763	2517138	1241.9	0
2517138	2543073	1245.7	0
2543073	2553282	1249.0	0
2553282	2577148	1247.3	0
2577148	2592011	1248.4	0
2592011	2608944	1242.1	0
2608944	2625659	1245.7	0
2625659	2644797	1245.3	0
2644797	2656059	1246.9	0
2656059	2677428	1243.1	0
2677428	2688447	1244.1	0
2688447	2709065	1244.1	0
2709065	2728077	1244.3	0
2728077	2736423	1251.8	0
2736423	2753577	1250.0	0
2753577	2769392	1250.8	0
2769392	2794360	1251.2	0
2794360	2815336	1253.0	0
2815336	2823261	1254.2	0
2823261	2845811	1259.0	0
2845811	2855131	1258.6	0
